5.717333333,1,89.234666667,Ronald Reagan
95.146666667,0,7.600000000,Applause
103.400000000,1,3.200000000,Ronald Reagan
107.520000000,1,11.178666667,Ronald Reagan
122.794666667,1,35.000000000,Ronald Reagan
160.768000000,1,108.600000000, Ronald Reagan
269.800000000,0,7.600000000,Applause
277.845333333,1,5.400000000,Ronald Reagan
286.720000000,1,4.266666667,Ronald Reagan
295.850666667,1,6.314666667,Ronald Reagan
304.042666667,1,18.944000000,Ronald Reagan
324.864000000,1,5.120000000,Ronald Reagan
331.605333333,0,8.533333333,Applause
340.309333333,1,5.888000000,Ronald Reagan
346.368000000,0,6.997333333,Applause
353.450666667,1,10.837333333,Ronald Reagan
366.506666667,1,162.706666667,Ronald Reagan
529.834666667,0,8.600000000,Applause
538.453333333,1,211.400000000,Ronald Reagan
749.909333333,0,6.600000000,Applause
756.650666667,1,80.600000000,Ronald Reagan
838.144000000,0,5.632000000,Applause
843.946666667,1,1.877333333,Ronald Reagan
847.957333333,1,3.000000000,Ronald Reagan
852.906666667,1,82.021333333,Ronald Reagan
938.410666667,1,1.962666667,Ronald Reagan
940.714666667,0,5.290666667,Applause
946.688000000,1,218.000000000,Ronald Reagan
1166.000000000,0,8.000000000,Applause
1174.186666667,1,56.200000000,Ronald Reagan
1230.762666667,0,5.400000000
1236.224000000,1,100.000000000,Ronald Reagan
1337.002666667,0,10.800000000,Applause
1348.010666667,1,110.181333333,Ronald Reagan
1459.600000000,0,2.200000000
1461.930666667,1,56.800000000,Ronald Reagan
1518.762666667,0,2.474666667,Applause
1521.240000000,1,137.040000000
1658.453333333,0,8.277333333,Applause
1666.800000000,1,25.200000000,Ronald Reagan
1692.120000000,0,2.760000000,Applause
1695.000000000,1,51.240000000,Ronald Reagan
1746.480000000,0,7.440000000,Applause
1754.040000000,1,6.000000000,Ronald Reagan
1760.400000000,0,3.800000000
1764.120000000,1,43.840000000,Ronald Reagan
1808.400000000,0,4.080000000,Applause
1812.720000000,1,365.400000000,Ronald Reagan
2178.360000000,0,6.200000000,Applause
2184.960000000,1,64.600000000,Ronald Reagan
2249.640000000,0,2.400000000,Applause
2252.160000000,1,61.440000000
2313.800000000,0,2.400000000,Applause
2316.360000000,1,93.400000000,Ronald Reagan
2410.920000000,0,7.600000000,Applause
2419.200000000,1,145.200000000,Ronald Reagan
2566.800000000,0,1.920000000,Applause
2568.960000000,1,49.400000000,Ronald Reagan
2618.760000000,0,2.000000000,Applause
2620.680000000,1,125.000000000,Ronald Reagan
2746.320000000,0,22.320000000,Applause


## Edited by rysuz
## 2017-04-27 23:12:48 GMT
