64.195918367,1,12.048979592,Julia Child
160.946938776,1,10.971428571,Julia Child
180.506122449,1,4.600000000,Julia Child
193.338775510,1,3.265306122,Julia Child
205.910204082,1,2.448979592,Julia Child
234.514285714,1,3.036734694,Julia Child
251.330612245,1,3.232653061,Julia Child
257.534693878,1,1.142857143,Julia Child
264.195918367,1,2.840816327,Julia Child
296.587755102,1,1.175510204,Julia Child
349.257142857,1,3.102040816,Julia Child
388.865306122,1,1.175510204,Julia Child
391.004081633,1,0.538775510,Julia Child
405.926530612,1,1.453061224,Julia Child
412.995918367,1,1.632653061,Julia Child
431.216326531,1,0.995918367,Julia Child
436.587755102,1,0.424489796,Julia Child
466.563265306,1,1.681632653,Julia Child
474.220408163,2,0.995918367,Julia Child
483.800000000,2,0.000000000
484.342857143,1,1.534693878,Julia Child
496.571428571,1,2.432653061,Julia Child
562.204081633,1,1.877551020,Julia Child
572.636734694,1,3.428571429,Julia Child
586.710204082,1,2.955102041,Julia Child
590.645986395,1,1.300317460,Julia Child
592.653061224,1,1.044897959,Julia Child
606.760634921,1,1.091337868,Julia Child
613.819501134,1,2.670294785,Julia Child
619.879909297,1,1.462857143,Julia Child
622.944943311,1,3.227573696,Julia Child
627.356734694,1,0.696598639,Julia Child
631.768526077,1,3.668752834,Julia Child
641.845986395,1,4.202811791,Julia Child
677.349297052,1,2.113015873,Julia Child
717.752018141,1,1.671836735,Julia Child
720.584852608,1,1.091337868,Julia Child
745.128344671,1,2.856054422,Julia Child
752.512290249,1,1.532517007,Julia Child
783.743129252,1,4.945850340,Julia Child
790.430476190,1,1.114557823,Julia Child
792.497052154,1,3.018594104,Julia Child
845.926167800,1,2.000000000,Julia Child
893.805714286,1,5.340589569,Julia Child
902.048798186,1,2.229115646,Julia Child
905.206712018,1,1.927256236,Julia Child
914.471473923,1,1.137777778,Julia Child
945.214693878,1,1.230657596,Julia Child
968.504308390,1,1.927256236,Julia Child
971.128163265,1,1.184217687,Julia Child
989.657687075,1,1.764716553,Julia Child
993.558639456,1,1.416417234,Julia Child
1104.759002268,1,1.741496599,Julia Child
1111.144489796,1,1.091337868,Julia Child
1115.440181406,1,0.928798186,Julia Child
1140.076553288,1,1.184217687,Julia Child
1160.579773243,1,1.323537415,Julia Child
1168.706757370,1,1.207437642,Julia Child
1187.885714286,1,0.881632653,Julia Child
1258.938775510,1,1.110204082,Julia Child
1261.910204082,1,0.881632653,Julia Child
1270.759183673,1,0.946938776,Julia Child
1299.395918367,1,1.763265306,Julia Child
1327.477551020,1,1.469387755,Julia Child
1345.763265306,1,1.469387755,Julia Child
1370.873469388,1,1.697959184,Julia Child
1373.844897959,1,0.555102041,Julia Child
1390.073469388,1,1.567346939,Julia Child
1396.440816327,1,1.200000000,Julia Child
1415.200000000,2,0.000000000
1416.163265306,1,1.404081633,Julia Child
1462.465306122,1,2.644897959,Julia Child
1465.697959184,1,0.946938776,Julia Child
1472.751020408,1,7.673469388,Julia Child
1490.220408163,1,14.955102041,Julia Child


## Edited by rysuz
## 2017-03-05 22:55:17 GMT
