64.098684807,1,12.200000000,Julia Child
91.393741497,1,2.043356009,Julia Child
159.200000000,1,21.600000000,Julia Child
182.926802721,1,0.673378685,Julia Child
215.829478458,1,1.904036281,Julia Child
300.396553288,1,1.741496599,Julia Child
303.577687075,1,2.345215420,Julia Child
370.126077098,1,2.925714286,Julia Child
377.765442177,1,1.416417234,Julia Child
433.697959184,1,2.220408163,Julia Child
464.979591837,1,1.502040816,Julia Child
526.824489796,1,3.004081633,Julia Child
586.677551020,1,2.906122449,Julia Child
596.048979592,1,2.057142857,Julia Child
598.726530612,1,0.979591837,Julia Child
600.522448980,1,0.816326531,Julia Child
633.044897959,1,1.632653061,Julia Child
647.673469388,1,0.718367347,Julia Child
654.530612245,1,0.620408163,Julia Child
682.057142857,1,1.567346939,Julia Child
699.689795918,1,1.926530612,Julia Child
714.481632653,1,1.208163265,Julia Child
760.032653061,1,2.416326531,Julia Child
766.661224490,1,0.457142857,Julia Child
781.681632653,1,2.351020408,Julia Child
794.318367347,1,4.375510204,Julia Child
800.391836735,1,1.208163265,Julia Child
815.934693878,1,1.567346939,Julia Child
888.555102041,1,3.428571429,Julia Child
899.918367347,1,1.436734694,Julia Child
924.995918367,1,1.469387755,Julia Child
941.616326531,1,2.612244898,Julia Child
971.134693878,1,1.795918367,Julia Child
1006.889795918,1,0.881632653,Julia Child
1062.220045351,1,2.647074830,Julia Child
1156.725260771,1,7.407165533,Julia Child
1166.222222222,1,1.602176871,Julia Child
1194.504126984,1,3.390113379,Julia Child
1199.008798186,1,1.462857143,Julia Child
1208.807619048,1,1.648616780,Julia Child
1227.476462585,1,0.835918367,Julia Child
1236.718004535,1,0.580498866,Julia Child
1270.712018141,1,1.346757370,Julia Child
1365.472653061,1,0.789478458,Julia Child
1372.206439909,1,1.416417234,Julia Child
1436.688253968,1,1.625396825,Julia Child
1451.084625850,1,1.486077098,Julia Child
1488.886712018,1,1.509297052,Julia Child


## Edited by rysuz
## 2017-03-05 19:08:27 GMT
