1.170000000,1,23.000000000,James Baldwin
28.400000000,1,262.000000000,James Baldwin
294.672000000,1,37.600000000,James Baldwin
335.600000000,1,111.400000000,James Baldwin
448.245000000,0,5.400000000,Applause
455.285333333,1,301.304000000,James Baldwin
756.736000000,0,7.000000000,Applause
765.450000000,1,78.800000000,James Baldwin
848.000000000,0,4.400000000,Applause
854.314666666,1,116.200000000,James Baldwin
970.624000000,0,7.533333333,Applause
979.306666666,1,58.800000000,James Baldwin


## Edited by ischoolguest
## 2017-02-10 15:06:10 GMT
