46.000000000,1,30.000000000,Bill Clinton
77.000000000,0,5.000000000,Applause
83.000000000,1,7.000000000,Bill Clinton
91.000000000,0,3.000000000,Applause
95.000000000,1,2.000000000,Bill Clinton
98.000000000,0,3.000000000,Applause
102.000000000,1,4.000000000,Bill Clinton
107.000000000,0,3.000000000,Applause
111.000000000,1,19.000000000,Bill Clinton
133.000000000,0,8.000000000,Applause
142.000000000,1,6.000000000,Bill Clinton
150.000000000,0,3.000000000,Applause
154.000000000,1,7.000000000,Bill Clinton
163.000000000,0,6.000000000,Applause
170.000000000,1,8.000000000,Bill Clinton
180.000000000,0,6.000000000,Applause
187.000000000,1,2.000000000,Bill Clinton
190.000000000,0,5.000000000,Applause
195.360000000,1,100.000000000,Bill Clinton
297.000000000,0,10.000000000,Applause
307.080000000,1,16.000000000,Bill Clinton
325.000000000,0,5.000000000,Applause
330.240000000,1,88.000000000,Bill Clinton
420.000000000,0,6.000000000,Applause
427.000000000,1,3.000000000,Bill Clinton
432.000000000,0,5.000000000,Applause
438.000000000,1,6.000000000,Bill Clinton
445.000000000,0,3.000000000,Applause
449.000000000,1,2.000000000,Bill Clinton
455.000000000,0,1.000000000,Applause
457.000000000,1,47.000000000,Bill Clinton
507.000000000,0,4.000000000,Applause
512.000000000,1,85.000000000,Bill Clinton
601.000000000,0,11.000000000,Applause
612.360000000,1,148.000000000,Bill Clinton
762.000000000,0,10.000000000,Applause
773.000000000,1,14.000000000,Bill Clinton
789.000000000,0,6.000000000,Applause
796.000000000,1,50.000000000,Bill Clinton
850.000000000,0,9.000000000,Applause
859.320000000,1,74.000000000,Bill Clinton
