1.000000000,1,176.000000000,Malcolm X
179.000000000,0,1.000000000,Applause
181.000000000,1,6.000000000,Malcolm X
189.000000000,0,2.000000000,Applause
192.000000000,1,17.000000000,Malcolm X
211.000000000,0,4.000000000,Applause
216.000000000,1,62.000000000,Malcolm X
280.000000000,0,2.000000000,Applause
283.000000000,1,1651.000000000,Malcolm X
1936.000000000,0,1.000000000,Applause
1938.000000000,1,9.000000000,Malcolm X
1949.000000000,0,1.000000000,Applause
1951.000000000,1,62.000000000,Malcolm X
2015.000000000,0,2.000000000,Applause
2018.000000000,1,632.000000000,Malcolm X


## Edited by mclaugh
## 2016-12-16 06:53:54 GMT
