108.506122448,1,4.538775510,Julia Child
180.865306122,1,1.893877551,Julia Child
201.600000000,1,0.881632653,Julia Child
204.400000000,1,28.800000000,Julia Child
304.032653061,1,7.800000000,Julia Child
314.187755102,1,1.665306122,Julia Child
343.248979591,1,3.600000000,Julia Child
348.571428571,1,5.779591836,Julia Child
356.342857142,1,2.840816326,Julia Child
362.285714285,1,1.926530612,Julia Child
368.555102040,1,10.644897959,Julia Child
381.093877551,1,30.575510204,Julia Child
423.248979591,1,4.212244897,Julia Child
442.351020408,1,12.910204081,Julia Child
464.522448979,1,5.714285714,Julia Child
478.204081632,1,18.416326530,Julia Child
497.306122448,1,2.024489795,Julia Child
505.469387755,1,9.208163265,Julia Child
517.518367346,1,4.114285714,Julia Child
576.555102040,1,2.318367346,Julia Child
580.995918367,1,2.383673469,Julia Child
601.861224489,1,5.942857142,Julia Child
613.648979591,1,9.371428571,Julia Child
628.734693877,1,7.575510204,Julia Child
641.861224489,1,4.506122448,Julia Child
660.146938775,1,2.285714285,Julia Child
664.783673469,1,8.946938775,Julia Child
676.179591836,1,3.297959183,Julia Child
685.910204081,1,1.502040816,Julia Child
689.502040816,1,2.742857142,Julia Child
704.359183673,1,6.465306122,Julia Child
716.016326530,1,2.481632653,Julia Child
724.734693877,1,5.387755102,Julia Child
731.983673469,1,3.951020408,Julia Child
737.240816326,1,5.518367346,Julia Child
750.204081632,1,6.824489795,Julia Child
761.142857142,1,0.979591836,Julia Child
774.204081632,1,2.057142857,Julia Child
779.559183673,1,3.559183673,Julia Child
787.330612244,1,2.155102040,Julia Child
799.020408163,1,2.351020408, Julia Child
803.787755102,1,3.461224489,Julia Child
809.926530612,1,1.502040816,Julia Child
812.408163265,1,2.253061224,Julia Child
819.885714285,1,1.404081632,Julia Child
832.032653061,1,3.820408163,Julia Child
837.420408163,1,4.473469387,Julia Child
866.253061224,1,3.820408163,Julia Child


## Edited by ischoolguest
## 2017-02-20 15:52:53 GMT
