0.232199546,1,128.000000000,Malcolm X
134.582857143,1,47.000000000,Malcolm X
197.400000000,1,60.200000000,Malcolm X
266.379319728,1,31.600000000,Malcolm X
304.738684807,1,24.148752834,Malcolm X
351.178594104,1,35.387210884,Malcolm X
390.400000000,1,49.600000000,Malcolm X
454.089433107,1,27.857596372,Malcolm X
493.000000000,1,54.400000000,Malcolm X
554.800000000,1,45.200000000,Malcolm X
604.000000000,1,27.400000000,Malcolm X
642.356825397,1,48.200000000,Malcolm X
700.400000000,1,40.000000000,Malcolm X
742.400000000,1,29.600000000,Malcolm X
780.600000000,1,4.400000000,Malcolm X


## Edited by rysuz
## 2017-03-23 02:27:13 GMT
