2.220000000,1,370.400000000,Richard Nixon
392.400000000,1,62.800000000,Richard Nixon
463.590000000,1,30.000000000,Richard Nixon
505.020000000,1,58.600000000,Richard Nixon
581.370000000,1,86.600000000,Richard Nixon
677.070000000,1,88.200000000,Richard Nixon
787.860000000,1,58.200000000
871.400000000,1,55.600000000
937.530000000,1,89.400000000,Richard Nixon
1043.400000000,1,45.600000000,Richard Nixon
1114.000000000,1,36.400000000,Richard Nixon
1164.390000000,1,55.600000000,Richard Nixon
1237.950000000,1,68.400000000,RIchard Nixon
1319.820000000,1,80.000000000,Richard Nixon
1401.120000000,1,1.110000000,Richard Nixon
1416.600000000,1,27.800000000,Richard Nixon
1469.670000000,1,36.200000000,Richard Nixon
1531.000000000,1,35.000000000
1574.000000000,1,30.000000000,Richard Nixon
1636.400000000,1,43.400000000,Richard Nixon
1791.400000000,0,0.000000000
