1394.677551020,1,47.600000000,Malcolm X
1445.070657596,1,77.904489795,Malcolm X
1523.089705215,0,3.400000000
1530.287891156,1,46.000000000,Malcolm X
1592.048979591,1,60.000000000,Malcolm X
1660.995918367,1,31.400000000,Malcolm X
1694.400000000,0,2.400000000
1700.163265306,1,20.800000000,Malcolm X
1722.107936507,0,21.400000000
1745.828571428,1,34.600000000,Malcolm X
1786.055691609,1,49.000000000,Malcolm X
1837.322448979,0,8.600000000
1850.383673469,1,24.000000000,Malcolm X
1876.400000000,0,7.600000000
1888.506122448,1,54.000000000,Malcolm X
1942.767165532,0,4.200000000
1949.431292517,1,45.000000000,Malcolm X
1994.826303854,0,2.400000000
1998.332517006,1,27.200000000,Malcolm X
2025.800000000,0,1.800000000
2043.356009070,1,40.800000000,Malcolm X
2094.726530612,1,39.517278911,Malcolm X
2136.751020408,1,8.404081632,Malcolm X
2146.906122448,1,19.000000000,Malcolm X
